timestamp,cod_preven,empresa_focco,acao,preco_focco_id,produto,campo,valor_antes,valor_depois,status
20260707_143941,155,1,UPDATE,12045525,PITESTI 25,qtde_tec,22.0,22.1677,PLANEJADO
20260707_143941,155,1,UPDATE,12045528,PITESTI 25,qtde_tec,22.0,22.1677,PLANEJADO
20260707_143941,155,1,UPDATE,12045531,PITESTI 25,qtde_tec,22.0,22.1677,PLANEJADO
20260707_143941,155,1,UPDATE,12045533,PITESTI 25,qtde_tec,22.0,22.1677,PLANEJADO
20260707_143941,155,1,UPDATE,12045536,PITESTI 25,qtde_tec,26.0,26.2189,PLANEJADO
20260707_143941,155,1,UPDATE,12045539,PITESTI 25,qtde_tec,26.0,26.2189,PLANEJADO
20260707_143941,155,1,UPDATE,12045541,PITESTI 25,qtde_tec,26.0,26.2189,PLANEJADO
20260707_143941,155,1,UPDATE,12045544,PITESTI 25,qtde_tec,26.0,26.2189,PLANEJADO
20260707_143941,155,1,UPDATE,12045547,PITESTI 25,qtde_tec,26.0,26.2189,PLANEJADO
20260707_143941,155,1,UPDATE,12045549,PITESTI 25,qtde_tec,26.0,26.2189,PLANEJADO
20260707_143941,155,1,UPDATE,12045552,PITESTI 25,qtde_tec,26.0,26.2189,PLANEJADO
20260707_143941,155,1,UPDATE,12045554,PITESTI 25,qtde_tec,26.0,26.2189,PLANEJADO
20260707_143941,155,1,UPDATE,12045557,PITESTI 25,qtde_tec,26.0,26.2189,PLANEJADO
20260707_143941,155,1,UPDATE,12045560,PITESTI 25,qtde_tec,26.0,26.2189,PLANEJADO
20260707_143941,155,1,UPDATE,12045563,PITESTI 25,qtde_tec,26.0,26.2189,PLANEJADO
20260707_143941,155,1,UPDATE,12045565,PITESTI 25,qtde_tec,26.0,26.2189,PLANEJADO
20260707_143941,155,1,UPDATE,12045567,PITESTI 25,qtde_tec,26.0,26.2189,PLANEJADO
20260707_143941,155,1,UPDATE,12045570,PITESTI 25,qtde_tec,26.0,26.2189,PLANEJADO
20260707_143941,155,1,UPDATE,12045573,PITESTI 25,qtde_tec,26.0,26.2189,PLANEJADO
20260707_143941,155,1,UPDATE,12045575,PITESTI 25,qtde_tec,26.0,26.2189,PLANEJADO
20260707_143941,155,1,UPDATE,12045578,PITESTI 25,qtde_tec,26.0,26.2189,PLANEJADO
20260707_143941,155,1,UPDATE,12045580,PITESTI 25,qtde_tec,26.0,26.2189,PLANEJADO
20260707_143941,155,1,UPDATE,12045583,PITESTI 25,qtde_tec,26.0,26.2189,PLANEJADO
